"Title","Artist","Album","Time","BPM","Key","URL"
"Return of the Mack","Mark Morrison","Return of the Mack","03:33","95.4","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMark%20Morrison%20-%20Return%20of%20the%20Mack.mp3"
"Return of the Mack (C&J Edit)","Mark Morrison","Return of the Mack","03:34","95.4","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMark%20Morrison%20-%20Return%20of%20the%20Mack%20(C&J%20Edit).mp3"
"Revenge","Young Thug, Lil Gotit & 1300SAINT","UY SCUTI (Supernova Edition)","03:25","127.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYoung%20Thug,%20Lil%20Gotit%20&%201300SAINT%20-%20Revenge.mp3"
"Reverse Situation","Yasuharu Takanashi","NARUTO SHIPPUDEN ORIGINAL SOUNDTRACK","04:01",,,"file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CReverse%20Situation-(128k).mp3"
"Reverse di Ting","Beenie Man","Reggae Hits, Volume 37","03:40","100.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBeenie%20Man%20-%20Reverse%20di%20Ting.mp3"
"Rhino (Original Mix) - LMP","Extacy Beats","www.lomaximoproductions.com","04:23","128.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CExtacy%20Beats%20-%20Rhino%20(Original%20Mix)%20-%20LMP.mp3"
"Rhumba Rhapsody","Charlie Palmieri","A Giant Step","08:58","137.2","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCharlie%20Palmieri%20-%20Rhumba%20Rhapsody.mp3"
"Rhyme or Reason","Eminem","The Marshall Mathers LP 2","05:02","117.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEminem%20-%20Rhyme%20or%20Reason.mp3"
"Rhymin' Words","Eminem feat. Stretch Armstrong","Losing It","04:03","90.6","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEminem%20feat.%20Stretch%20Armstrong%20-%20Rhymin'%20Words.mp3"
"Rhythm Is a Dancer","SNAP!","The Madman's Return","05:32","124.4","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSNAP!%20-%20Rhythm%20Is%20a%20Dancer.mp3"
"Rhythm Nation","Chris Blue",,"03:22","111.0","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CChris%20Blue%20-%20Rhythm%20Nation.mp3"
"Rhythm Nation","Janet Jackson","Rhythm Nation 1814","05:31","109.1","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJanet%20Jackson%20-%20Rhythm%20Nation.mp3"
"Rhythm is a Dancer","Josh Fawaz, Fadi Fawaz","Dance Like Nobody's Watching","02:08","128.1","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRhythm%20is%20a%20Dancer-(133k).mp3"
"Rich Flex - MarkCutz Slam Intro (DJcity Intro - Clean)","Drake & 21 Savage","www.dj-promo.org","03:02","80.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20&%2021%20Savage%20-%20Rich%20Flex%20-%20MarkCutz%20Slam%20Intro%20(DJcity%20Intro%20-%20Clean).mp3"
"Rich Nigga Shit","21 Savage & Metro Boomin feat. Young Thug","Savage Mode II","03:10","98.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C21%20Savage%20&%20Metro%20Boomin%20feat.%20Young%20Thug%20-%20Rich%20Nigga%20Shit.mp3"
"Rich One Day","Sheck Wes","Hip-Hop & RNB Singles (LDS 226)","04:10","142.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSheck%20Wes%20-%20Rich%20One%20Day.mp3"
"Rich Sex","Nicki Minaj","Queen","03:13","147.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNicki%20Minaj%20-%20Rich%20Sex.mp3"
"Rick James / Super Freak","DJ Spinbad","'80s Mega Mix, Volume 2","00:56","136.3","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDJ%20Spinbad%20-%20Rick%20James%20%20Super%20Freak.mp3"
"Ricky Bobby","Eladio Carrion","CORSA","02:55","121.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEladio%20Carrion%20-%20Ricky%20Bobby.mp3"
"Ricky Ricardo","Kaptn","Absolute Dance Autumn 2013","03:30","122.2","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKaptn%20-%20Ricky%20Ricardo.mp3"
"Ricochet (Extended Mix)","Andy C, Felix Samuel","Ricochet","03:02",,,"file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRicochet%20(Extended%20Mix)-(126k).mp3"
"Ricochet (Laidback Luke Remix) - LMP","Laidback Luke","www.lomaximoproductions.com","06:15","128.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLaidback%20Luke%20-%20Ricochet%20(Laidback%20Luke%20Remix)%20-%20LMP.mp3"
"Ride Slow","Russ","There’s Really a Wolf","03:05","100.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRuss%20-%20Ride%20Slow.mp3"
"Ride The Energy","Lee Mvtthews, Kelli-Leigh","Ride The Energy","03:36",,,"file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRide%20The%20Energy-(126k).mp3"
"Ride Wit' Me","Tay Stunna","Ride Wit' Me","02:31","105.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTay%20Stunna%20-%20Ride%20Wit'%20Me.mp3"
"Ridin","Young Thug feat. Lil Durk","I’m Up","04:09","108.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYoung%20Thug%20feat.%20Lil%20Durk%20-%20Ridin.mp3"
"Right Above It","Lil Wayne feat. Drake","I Am Not a Human Being","04:37","152.0","7d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Wayne%20feat.%20Drake%20-%20Right%20Above%20It.mp3"
"Right Hand","Drake","Right Hand","03:11","100.5","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20-%20Right%20Hand.mp3"
"Right Here (Human Nature Radio Mix)","SWV","Right Here","03:33","94.0","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSWV%20-%20Right%20Here%20(Human%20Nature%20Radio%20Mix).mp3"
"Right Now","Future","DS3 : The Tape","03:37","139.9","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CFuture%20-%20Right%20Now.mp3"
"Right Now","Lil Baby feat. Young Thug","Harder Than Ever","03:25","150.0","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Baby%20feat.%20Young%20Thug%20-%20Right%20Now.mp3"
"Right Now","Playboi Carti feat. Pi’erre Bourne","Die Lit","03:27","78.5","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPlayboi%20Carti%20feat.%20Pi%E2%80%99erre%20Bourne%20-%20Right%20Now.mp3"
"Right Now","Rihanna feat. David Guetta","Unapologetic","03:02","130.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRihanna%20feat.%20David%20Guetta%20-%20Right%20Now.mp3"
"Right Now","Vindata feat. NJOMZA & Alex & Alex","Right Now","03:22","126.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CVindata%20feat.%20NJOMZA%20&%20Alex%20&%20Alex%20-%20Right%20Now.mp3"
"Right Now (Remix)","Trevor Jackson","Right Now  [feat. Wale]","04:15","150.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTrevor%20Jackson%20-%20Right%20Now%20(Remix).mp3"
"Right Where Stand (GL remix)","Jadakiss feat. Prodigy","Big Mike, DJ Green Lantern & Jadakiss: The Champ Is Here","02:09","94.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJadakiss%20feat.%20Prodigy%20-%20Right%20Where%20Stand%20(GL%20remix).mp3"
"Rihanna- Man Down Ft Mad Bwoy (Official Remix","Rihanna Feat Mad Bwoy",,"04:35","78.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRihanna%20Feat%20Mad%20Bwoy%20-%20Rihanna-%20Man%20Down%20Ft%20Mad%20Bwoy%20(Official%20Remix.mp3"
"Ring Ring","Chase B, Travis Scott, Don Toliver, & Quavo","Hip-Hop & RNB Singles (LDS 240)","03:39","140.0","6d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CChase%20B,%20Travis%20Scott,%20Don%20Toliver,%20&%20Quavo%20-%20Ring%20Ring.mp3"
"Ring Ring","MIRA","Ring Ring","02:31","102.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMIRA%20-%20Ring%20Ring.mp3"
"Rise & Fall (Stars Above Remix) - LMP","Adventure Club Feat Krewella","www.lomaximoproductions.com","06:43","130.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAdventure%20Club%20Feat%20Krewella%20-%20Rise%20&%20Fall%20(Stars%20Above%20Remix)%20-%20LMP.mp3"
"Rise My Son","The Builders and The Butchers","Rise My Son","04:57","86.0","4d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Builders%20and%20The%20Butchers%20-%20Rise%20My%20Son.mp3"
"Rise My Son","The Builders and the Butchers, Ryan Sollee","Rise My Son","04:57","86.0","4d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRise%20My%20Son-(129k).mp3"
"Rise Up","M.I.M.E, Veronica Bravo, & Egzod",,"03:08","102.7","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CM.I.M.E,%20Veronica%20Bravo,%20&%20Egzod%20-%20Rise%20Up.mp3"
"Risk Everything - LMP","La Reda","www.lomaximoproductions.com","04:41","128.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLa%20Reda%20-%20Risk%20Everything%20-%20LMP.mp3"
"Ritmo (X - Hype Edit) 105","Black Eyed Peas X J Balvin",,"04:37","105.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBlack%20Eyed%20Peas%20X%20J%20Balvin%20-%20Ritmo%20(X%20-%20Hype%20Edit)%20105.mp3"
"Riverside (Ralvero remix)","Sidney Samson","Riverside","05:31","127.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSidney%20Samson%20-%20Riverside%20(Ralvero%20remix).mp3"
"Road Trip","Gramatik","Street Bangerz, Vol. 1","02:40","97.2","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGramatik%20-%20Road%20Trip.mp3"
"Road to Zion","Damian Marley feat. Nas","Welcome to Jamrock","05:17","93.7","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDamian%20Marley%20feat.%20Nas%20-%20Road%20to%20Zion.mp3"
"Roadrunner","Migos","Culture III","04:20","143.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMigos%20-%20Roadrunner.mp3"
"Roar","Katy Perry","Roar (deluxe single)","03:43","90.0","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKaty%20Perry%20-%20Roar.mp3"
"Robi‐Rob’s Boriqua Anthem","C+C Music Factory","Anything Goes!","08:59","126.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CC+C%20Music%20Factory%20-%20Robi%E2%80%90Rob%E2%80%99s%20Boriqua%20Anthem.mp3"
"Robot","KRS‐One & Buckshot","Survival Skills","04:06","93.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKRS%E2%80%90One%20&%20Buckshot%20-%20Robot.mp3"
"Robot After All","Lúcio","Synaesthesia auditiva","03:08","120.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CL%C3%BAcio%20-%20Robot%20After%20All.mp3"
"Rock That Body","The Black Eyed Peas","The E•N•D","04:29","125.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Black%20Eyed%20Peas%20-%20Rock%20That%20Body.mp3"
"Rock U","Ryan Leslie","Used to Be","03:42","105.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRyan%20Leslie%20-%20Rock%20U.mp3"
"Rock With You","Michael Jackson","Off the Wall","03:40","114.4","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMichael%20Jackson%20-%20Rock%20With%20You.mp3"
"Rock Your Body","Justin Timberlake","Justified","04:27","101.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJustin%20Timberlake%20-%20Rock%20Your%20Body.mp3"
"Rock the Boat","Aaliyah","Aaliyah","04:35","93.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAaliyah%20-%20Rock%20the%20Boat.mp3"
"Rock the House","Afrojack","I Love Verano 2013","05:06","130.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAfrojack%20-%20Rock%20the%20House.mp3"
"Rocket","W&W","YouTube Downloader Audio","05:33","128.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CW&W%20-%20Rocket.mp3"
"Rocket Power","Quavo","Rocket Power","03:37","150.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CQuavo%20-%20Rocket%20Power.mp3"
"Rocking Music (Sonny Wharton B","Martin Solveig","Fresh New Dance Compilation Vo","06:15","128.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMartin%20Solveig%20-%20Rocking%20Music%20(Sonny%20Wharton%20B.mp3"
"Rockin’ Around the Christmas Tree","Brenda Lee","100 Hits: Christmas Classics","02:05","142.2","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBrenda%20Lee%20-%20Rockin%E2%80%99%20Around%20the%20Christmas%20Tree.mp3"
"Rockstar Made","Playboi Carti","Whole Lotta Red","03:14","150.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPlayboi%20Carti%20-%20Rockstar%20Made.mp3"
"Rodeo","Lil Nas X & Cardi B","7","02:39","140.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Nas%20X%20&%20Cardi%20B%20-%20Rodeo.mp3"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","03:34","96.9","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRollin'%20(Air%20Raid%20Vehicle)-(251k).mp3"
"Rolling Stone","The Weeknd","Thursday","03:51","130.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRolling%20Stone-(162k).mp3"
"Rolling in the Deep","Adele","Now That’s What I Call Music! 78","03:48","105.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAdele%20-%20Rolling%20in%20the%20Deep.mp3"
"Rolling in the Deep","Bria Kelly","YouTube Downloader Audio","03:13","105.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBria%20Kelly%20-%20Rolling%20in%20the%20Deep.mp3"
"Rollin’ (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish and the Hot Dog Flavored Water","03:34","96.9","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLimp%20Bizkit%20-%20Rollin%E2%80%99%20(Air%20Raid%20Vehicle).mp3"
"Roman Reloaded","Nicki Minaj feat. Lil Wayne","Pink Friday: Roman Reloaded","03:16","85.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNicki%20Minaj%20feat.%20Lil%20Wayne%20-%20Roman%20Reloaded.mp3"
"Romie","Beenie Man","Reggae Gold 2012","01:16","99.7","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBeenie%20Man%20-%20Romie.mp3"
"Rompe","Daddy Yankee","Rompe","03:09","88.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRompe-(136k).mp3"
"Rompe La Cintura (X-Mix Edit)","Alexis & Fido","X-Mix Chartbusters 92 (April 2013)","04:26","116.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAlexis%20&%20Fido%20-%20Rompe%20La%20Cintura%20(X-Mix%20Edit).mp3"
"Rompe la cintura","Alexis + Fido","La esencia","03:57","116.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAlexis%20+%20Fido%20-%20Rompe%20la%20cintura.mp3"
"Rooftop","Tom Right","Rooftop","02:59","127.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRooftop-(137k).mp3"
"Room for Happiness v3","Kaskade & Skylar Grey","Kaskade Redux at EDC Las Vegas 2022: Kinetic Field Stage","05:11","125.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKaskade%20&%20Skylar%20Grey%20-%20Room%20for%20Happiness%20v3.mp3"
"Rope // Rosegold","Isaiah Rashad feat. SiR","The Sun’s Tirade","04:44","90.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CIsaiah%20Rashad%20feat.%20SiR%20-%20Rope%20%20Rosegold.mp3"
"Rosa Parks","OutKast","Aquemini","05:24","103.9","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COutKast%20-%20Rosa%20Parks.mp3"
"Rosary","Don Toliver feat. Travis Scott","OCTANE","03:15","148.0","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20feat.%20Travis%20Scott%20-%20Rosary.mp3"
"Rosewood","Bonobo","From You","04:03","121.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBonobo%20-%20Rosewood.mp3"
"Rotten Apple","50 Cent","Guess Who’s Back?","03:08","88.5","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%20Rotten%20Apple.mp3"
"Rotten to the Core","Dove Cameron, Sofia Carson, Cameron Boyce and Booboo Stewart","Disney Sing Your Heart Out","02:42","128.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDove%20Cameron,%20Sofia%20Carson,%20Cameron%20Boyce%20and%20Booboo%20Stewart%20-%20Rotten%20to%20the%20Core.mp3"
"Rottweiler","EsDeeKid","Rebel","01:36","140.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEsDeeKid%20-%20Rottweiler.mp3"
"Round + Round","SOTA, Disrupta, Mila Falls, Kieran Leach, Thomas Southon","Round + Round","02:39",,,"file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRound%20+%20Round-(132k).mp3"
"Roxanne","The Police","Now That’s What I Call Legends","03:10","132.1","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Police%20-%20Roxanne.mp3"
"Royals","Lorde","No Better","04:03","85.0","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLorde%20-%20Royals.mp3"
"Rudolph, the Red‐Nosed Reindeer","Gene Autry & The Pinafores","NOW That’s What I Call Merry Christmas","03:07","141.0","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGene%20Autry%20&%20The%20Pinafores%20-%20Rudolph,%20the%20Red%E2%80%90Nosed%20Reindeer.mp3"
"Ruff Ryders’ Anthem","DMX","It’s Dark and Hell Is Hot","03:35","91.1","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDMX%20-%20Ruff%20Ryders%E2%80%99%20Anthem.mp3"
"Ruffneck (Full Flex)","Skrillex","More Monsters and Sprites EP","03:46","140.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSkrillex%20-%20Ruffneck%20(Full%20Flex).mp3"
"Rule The World","2 Chainz & Ariana Grande","Hip-Hop & RNB Singles (LDS 211)","03:49","88.0","7d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C2%20Chainz%20&%20Ariana%20Grande%20-%20Rule%20The%20World.mp3"
"Rumba de mulatos","Sonora Carruseles","¡La salsa la traigo yo!","04:31","109.9","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSonora%20Carruseles%20-%20Rumba%20de%20mulatos.mp3"
"Rumbon melón","Joey Pastrana & His Orchestra","Let's Ball","05:43","100.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJoey%20Pastrana%20&%20His%20Orchestra%20-%20Rumbon%20mel%C3%B3n.mp3"
"Rumour Mill","Rudimental","Annie Mac Presents 2015","04:18","118.9","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRudimental%20-%20Rumour%20Mill.mp3"
"Rump Shaker","Wreckx‐N‐Effect","Hard or Smooth","05:12","102.7","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWreckx%E2%80%90N%E2%80%90Effect%20-%20Rump%20Shaker.mp3"
"Run 'Em Out","Breakage feat. Roots Manuva","Run 'Em Out/Higher","04:10","88.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBreakage%20feat.%20Roots%20Manuva%20-%20Run%20'Em%20Out.mp3"
"Run (remix)","Ghostface Killah feat. Jadakiss, Lil Wayne, Raekwon & Freeway","GhostDeini The Great","05:55","90.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGhostface%20Killah%20feat.%20Jadakiss,%20Lil%20Wayne,%20Raekwon%20&%20Freeway%20-%20Run%20(remix).mp3"
"Run Back to You","LAY ZHANG × Lauv","Run Back to You","03:09","118.0","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLAY%20ZHANG%20%C3%97%20Lauv%20-%20Run%20Back%20to%20You.mp3"
"Run Run Rudolph","Lynyrd Skynyrd","Christmas Time Again","03:34","81.1","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLynyrd%20Skynyrd%20-%20Run%20Run%20Rudolph.mp3"
"Run Up the Racks","21 Savage & Metro Boomin","Without Warning","03:10","102.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C21%20Savage%20&%20Metro%20Boomin%20-%20Run%20Up%20the%20Racks.mp3"
"Runaway","Kaskade, Glockenbach, Kaitlin Aragon","Runaway","03:33","132.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRunaway-(130k).mp3"
"Runaway Baby","Bruno Mars","Doo-Wops & Hooligans","02:27","82.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBruno%20Mars%20-%20Runaway%20Baby.mp3"
"Runnin Yo Mouth","Snoop Dogg feat. The Notorious B.I.G. & Fabolous","Tha Blue Carpet Treatment","04:30","97.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSnoop%20Dogg%20feat.%20The%20Notorious%20B.I.G.%20&%20Fabolous%20-%20Runnin%20Yo%20Mouth.mp3"
"Runnin' Round (Prod. Al Cress, Southpaw Swade & Beam)","Xavier Omär","Pink Lightning - EP","03:22","125.0","5d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CXavier%20Om%C3%A4r%20-%20Runnin'%20Round%20(Prod.%20Al%20Cress,%20Southpaw%20Swade%20&%20Beam).mp3"
"Running Girl","Waveshaper","Tracks to the Future","05:10","90.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWaveshaper%20-%20Running%20Girl.mp3"
"Runnin’ (Dying to Live)","2Pac featuring The Notorious B.I.G.","Runnin’ (Dying to Live)","03:51","83.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C2Pac%20featuring%20The%20Notorious%20B.I.G.%20-%20Runnin%E2%80%99%20(Dying%20to%20Live).mp3"
"Rupture","PACS","Disclosure","06:44","125.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPACS%20-%20Rupture.mp3"
"Rush","Ayra Starr","Rush","03:05","100.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAyra%20Starr%20-%20Rush.mp3"
"S&M (Dave Audé radio)","Rihanna","S&M (remixes)","03:47","129.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRihanna%20-%20S&M%20(Dave%20Aud%C3%A9%20radio).mp3"
"S.L.I.D.E","Tory Lanez","LOL : SLUTTY BASS","03:53","142.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTory%20Lanez%20-%20S.L.I.D.E.mp3"
"S.M.O","Tory Lanez","LOL : SLUTTY BASS","03:27","140.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTory%20Lanez%20-%20S.M.O.mp3"
"SAD GIRLZ LUV MONEY (remix)","Amaarae feat. Kali Uchis & Moliy","SAD GIRLZ LUV MONEY (remix)","03:25","110.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAmaarae%20feat.%20Kali%20Uchis%20&%20Moliy%20-%20SAD%20GIRLZ%20LUV%20MONEY%20(remix).mp3"
"SAFETY","J. Cole","The Fall‐Off","05:18","93.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJ.%20Cole%20-%20SAFETY.mp3"
"SAME SIDE","Jessie Reyez","BEFORE LOVE CAME TO KILL US","03:10","87.5","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJessie%20Reyez%20-%20SAME%20SIDE.mp3"
"SANDUNGA","Don Omar ,  Wisin  &  Yandel",,"04:18","85.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Omar%20,%20%20Wisin%20%20&%20%20Yandel%20-%20SANDUNGA.mp3"
"SAY MY GRACE","Offset feat. Travis Scott","SET IT OFF","02:53","122.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COffset%20feat.%20Travis%20Scott%20-%20SAY%20MY%20GRACE.mp3"
"SHADES OF BLUE","John Summit, Devault, Julia Church","CTRL ESCAPE","03:23","130.0","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSHADES%20OF%20BLUE-(135k).mp3"
